"","sa1_code_2021","LRT","subway","rail","bus","ferry","cable_tram","aerial_lift","funicular","trolleybus","monorail","Total"
"1","20101100101",0,0,0,167.442691138045,0,0,0,0,0,0,167.442691138045
"2","20101100102",0,0,0,186.958173798148,0,0,0,0,0,0,186.958173798148
"3","20101100105",0,0,0,57.9195815855324,0,0,0,0,0,0,57.9195815855324
"4","20101100106",0,0,0,141.783945169021,0,0,0,0,0,0,141.783945169021
"5","20101100107",0,0,0,326.594424550705,0,0,0,0,0,0,326.594424550705
"6","20101100108",0,0,0,101.210887373106,0,0,0,0,0,0,101.210887373106
"7","20101100109",0,0,0,250.397732515386,0,0,0,0,0,0,250.397732515386
"8","20101100110",0,0,0,75.5588010874055,0,0,0,0,0,0,75.5588010874055
"9","20101100111",0,0,0,71.3591148838226,0,0,0,0,0,0,71.3591148838226
"10","20101100112",0,0,0,99.9395631826146,0,0,0,0,0,0,99.9395631826146
"11","20101100113",0,0,0,125.352498821883,0,0,0,0,0,0,125.352498821883
"12","20101100114",0,0,0,127.86526837515,0,0,0,0,0,0,127.86526837515
"13","20101100118",0,0,0,6.30229338289043,0,0,0,0,0,0,6.30229338289043
"14","20101100119",0,0,0,1.54037828127172,0,0,0,0,0,0,1.54037828127172
"15","20101100120",0,0,0,148.315779445681,0,0,0,0,0,0,148.315779445681
"16","20101100121",0,0,0,0.15169140727626,0,0,0,0,0,0,0.15169140727626
"17","20101100124",0,0,0,100.454866191755,0,0,0,0,0,0,100.454866191755
"18","20101100125",0,0,0,0.632075042061495,0,0,0,0,0,0,0.632075042061495
"19","20101100126",0,0,0.116010387498954,33.8690048877073,0,0,0,0,0,0,33.9850152752063
"20","20101100127",0,0,0,0,0,0,0,0,0,0,0
"21","20101100128",0,0,0,22.723338458222,0,0,0,0,0,0,22.723338458222
"22","20101100129",0,0,0,0,0,0,0,0,0,0,0
"23","20101100130",0,0,0,103.281289194985,0,0,0,0,0,0,103.281289194985
"24","20101100131",0,0,0,6.23489070202404,0,0,0,0,0,0,6.23489070202404
"25","20101100132",0,0,0,7.92668110526847,0,0,0,0,0,0,7.92668110526847
"26","20101100133",0,0,0,0,0,0,0,0,0,0,0
"27","20101100134",0,0,0,41.9467852709797,0,0,0,0,0,0,41.9467852709797
"28","20101100135",0,0,0,0,0,0,0,0,0,0,0
"29","20101100136",0,0,0,0,0,0,0,0,0,0,0
"30","20101100137",0,0,0,13.8739531723549,0,0,0,0,0,0,13.8739531723549
"31","20101100138",0,0,0,0,0,0,0,0,0,0,0
"32","20101100139",0,0,0,1.28652029721392,0,0,0,0,0,0,1.28652029721392
"33","20101100140",0,0,0,60.3688131234163,0,0,0,0,0,0,60.3688131234163
"34","20101100141",0,0,0,0.305910534067273,0,0,0,0,0,0,0.305910534067273
"35","20101100142",0,0,0,0,0,0,0,0,0,0,0
"36","20101100201",0,0,7.51216420703384,0,0,0,0,0,0,0,7.51216420703384
"37","20101100202",0,0,0.90244901496649,67.481052490396,0,0,0,0,0,0,68.3835015053625
"38","20101100203",0,0,26.0643481356224,46.2934792097582,0,0,0,0,0,0,72.3578273453806
"39","20101100204",0,0,26.9999999999994,114.390932840638,0,0,0,0,0,0,141.390932840637
"40","20101100205",0,0,0,98.631947417208,0,0,0,0,0,0,98.631947417208
"41","20101100206",0,0,0,101.158154890593,0,0,0,0,0,0,101.158154890593
"42","20101100207",0,0,0,201.977765307511,0,0,0,0,0,0,201.977765307511
"43","20101100208",0,0,0,140.509809228552,0,0,0,0,0,0,140.509809228552
"44","20101100209",0,0,2.44773410955105,33.9147695776808,0,0,0,0,0,0,36.3625036872319
"45","20101100210",0,0,0,39.015183173486,0,0,0,0,0,0,39.015183173486
"46","20101100211",0,0,0,75.2092652391939,0,0,0,0,0,0,75.2092652391939
"47","20101100212",0,0,0,444.718082646212,0,0,0,0,0,0,444.718082646212
"48","20101100213",0,0,0,443.028505091529,0,0,0,0,0,0,443.028505091529
"49","20101100214",0,0,0,208.47079250228,0,0,0,0,0,0,208.47079250228
"50","20101100215",0,0,0,240.783500443547,0,0,0,0,0,0,240.783500443547
"51","20101100216",0,0,0,149.987644663837,0,0,0,0,0,0,149.987644663837
"52","20101100217",0,0,29.3115182144297,677.917426503678,0,0,0,0,0,0,707.228944718108
"53","20101100218",0,0,2.30197152081919,569.383394077743,0,0,0,0,0,0,571.685365598562
"54","20101100219",0,0,36.0470145208733,940.058180900611,0,0,0,0,0,0,976.105195421484
"55","20101100220",0,0,29.7952343552044,194.42612202837,0,0,0,0,0,0,224.221356383574
"56","20101100221",0,0,22.2876647142015,419.33403007103,0,0,0,0,0,0,441.621694785232
"57","20101100222",0,0,0,188.523214264753,0,0,0,0,0,0,188.523214264753
"58","20101100223",0,0,0,275.465926541829,0,0,0,0,0,0,275.465926541829
"59","20101100224",0,0,0,471.232739152973,0,0,0,0,0,0,471.232739152973
"60","20101100225",0,0,15.2240218544463,209.289658772084,0,0,0,0,0,0,224.51368062653
"61","20101100226",0,0,18.4716302112511,952.891261989127,0,0,0,0,0,0,971.362892200378
"62","20101100227",0,0,0,320.066035326195,0,0,0,0,0,0,320.066035326195
"63","20101100228",0,0,0,338.596668871064,0,0,0,0,0,0,338.596668871064
"64","20101100229",0,0,0,413.489395099529,0,0,0,0,0,0,413.489395099529
"65","20101100230",0,0,0,133.173114434506,0,0,0,0,0,0,133.173114434506
"66","20101100231",0,0,0,310.204461586213,0,0,0,0,0,0,310.204461586213
"67","20101100232",0,0,0,318.323755410413,0,0,0,0,0,0,318.323755410413
"68","20101100233",0,0,0,548.940116078881,0,0,0,0,0,0,548.940116078881
"69","20101100234",0,0,23.0381440713879,739.401418506484,0,0,0,0,0,0,762.439562577872
"70","20101100501",0,0,0,80.9407397736821,0,0,0,0,0,0,80.9407397736821
"71","20101100502",0,0,0,86.5107488967226,0,0,0,0,0,0,86.5107488967226
"72","20101100504",0,0,0,150.949558931287,0,0,0,0,0,0,150.949558931287
"73","20101100505",0,0,0,95.8928741153637,0,0,0,0,0,0,95.8928741153637
"74","20101100506",0,0,0,35.54205354467,0,0,0,0,0,0,35.54205354467
"75","20101100507",0,0,0,132.026381999636,0,0,0,0,0,0,132.026381999636
"76","20101100508",0,0,0,46.5641493982601,0,0,0,0,0,0,46.5641493982601
"77","20101100509",0,0,0,74.2591961414437,0,0,0,0,0,0,74.2591961414437
"78","20101100510",0,0,0,1.15299434533888,0,0,0,0,0,0,1.15299434533888
"79","20101100511",0,0,0,3.54922866219833,0,0,0,0,0,0,3.54922866219833
"80","20101100512",0,0,0,0,0,0,0,0,0,0,0
"81","20101100513",0,0,0,1.84444089042305,0,0,0,0,0,0,1.84444089042305
"82","20101100514",0,0,0,0,0,0,0,0,0,0,0
"83","20101100515",0,0,0,56.928517375392,0,0,0,0,0,0,56.928517375392
"84","20101100516",0,0,0,148.100854610763,0,0,0,0,0,0,148.100854610763
"85","20101100517",0,0,0,102.826953636381,0,0,0,0,0,0,102.826953636381
"86","20101100518",0,0,0,0,0,0,0,0,0,0,0
"87","20101100519",0,0,0,269.40058173306,0,0,0,0,0,0,269.40058173306
"88","20101100601",0,0,0,112.275544652149,0,0,0,0,0,0,112.275544652149
"89","20101100602",0,0,0,98.8745869063614,0,0,0,0,0,0,98.8745869063614
"90","20101100603",0,0,0,141.744763638985,0,0,0,0,0,0,141.744763638985
"91","20101100604",0,0,0,219.712244249765,0,0,0,0,0,0,219.712244249765
"92","20101100607",0,0,0,0,0,0,0,0,0,0,0
"93","20101100610",0,0,0,171.337166060742,0,0,0,0,0,0,171.337166060742
"94","20101100611",0,0,0,207.475748688018,0,0,0,0,0,0,207.475748688018
"95","20101100612",0,0,0,131.28822286075,0,0,0,0,0,0,131.28822286075
"96","20101100613",0,0,0,94.7992871787678,0,0,0,0,0,0,94.7992871787678
"97","20101100614",0,0,0,30.5395786877765,0,0,0,0,0,0,30.5395786877765
"98","20101100615",0,0,0,159.074422646868,0,0,0,0,0,0,159.074422646868
"99","20101100616",0,0,0,30.0851033416976,0,0,0,0,0,0,30.0851033416976
"100","20101100618",0,0,0,0,0,0,0,0,0,0,0
"101","20101100619",0,0,0,4.5633453224697,0,0,0,0,0,0,4.5633453224697
"102","20101100620",0,0,0,0.673938836603648,0,0,0,0,0,0,0.673938836603648
"103","20101100621",0,0,0,11.0809180487692,0,0,0,0,0,0,11.0809180487692
"104","20101100622",0,0,0,0,0,0,0,0,0,0,0
"105","20101100623",0,0,0,82.7196109350729,0,0,0,0,0,0,82.7196109350729
"106","20101100624",0,0,0,9.43038786549814,0,0,0,0,0,0,9.43038786549814
"107","20101100625",0,0,0,0.140879938766327,0,0,0,0,0,0,0.140879938766327
"108","20101100626",0,0,0,106.569235018698,0,0,0,0,0,0,106.569235018698
"109","20101100627",0,0,0,0,0,0,0,0,0,0,0
"110","20101100628",0,0,0,92.6105199107055,0,0,0,0,0,0,92.6105199107055
"111","20101100629",0,0,0,134.252182833705,0,0,0,0,0,0,134.252182833705
"112","20101100630",0,0,0,1.09615269171441,0,0,0,0,0,0,1.09615269171441
"113","20101100631",0,0,0,0,0,0,0,0,0,0,0
"114","20101100701",0,0,0,0.0451940426629651,0,0,0,0,0,0,0.0451940426629651
"115","20101100702",0,0,0,0,0,0,0,0,0,0,0
"116","20101100703",0,0,0,0.0949631907037489,0,0,0,0,0,0,0.0949631907037489
"117","20101100704",0,0,0,0,0,0,0,0,0,0,0
"118","20101100705",0,0,0,0.0140893925973372,0,0,0,0,0,0,0.0140893925973372
"119","20101100706",0,0,0,0.222949248803303,0,0,0,0,0,0,0.222949248803303
"120","20101100707",0,0,0,0.0124026821238422,0,0,0,0,0,0,0.0124026821238422
"121","20101100708",0,0,0,0,0,0,0,0,0,0,0
"122","20101100709",0,0,0,0,0,0,0,0,0,0,0
"123","20101100801",0,0,0,227.650576763805,0,0,0,0,0,0,227.650576763805
"124","20101100804",0,0,0,210.886144527045,0,0,0,0,0,0,210.886144527045
"125","20101100805",0,0,0,605.838982832985,0,0,0,0,0,0,605.838982832985
"126","20101100806",0,0,0,171.674020527903,0,0,0,0,0,0,171.674020527903
"127","20101100807",0,0,0,464.466171827417,0,0,0,0,0,0,464.466171827417
"128","20101100808",0,0,0,131.801058599858,0,0,0,0,0,0,131.801058599858
"129","20101100809",0,0,0,406.949602245815,0,0,0,0,0,0,406.949602245815
"130","20101100810",0,0,0,100.808797427766,0,0,0,0,0,0,100.808797427766
"131","20101100811",0,0,0,170.70909655171,0,0,0,0,0,0,170.70909655171
"132","20101100812",0,0,0,199.17580996054,0,0,0,0,0,0,199.17580996054
"133","20101100813",0,0,0,283.284102978646,0,0,0,0,0,0,283.284102978646
"134","20101100814",0,0,8.66450827042462,127.767398295063,0,0,0,0,0,0,136.431906565488
"135","20101100815",0,0,10.2743586783289,557.830193704097,0,0,0,0,0,0,568.104552382426
"136","20101100816",0,0,0,18.8051883285127,0,0,0,0,0,0,18.8051883285127
"137","20101100818",0,0,0,42.1603757035914,0,0,0,0,0,0,42.1603757035914
"138","20101100820",0,0,0,132.569244528715,0,0,0,0,0,0,132.569244528715
"139","20101100821",0,0,0,194.001793539122,0,0,0,0,0,0,194.001793539122
"140","20101100822",0,0,0,460.298723810658,0,0,0,0,0,0,460.298723810658
"141","20101100823",0,0,0,46.6906001425624,0,0,0,0,0,0,46.6906001425624
"142","20101100824",0,0,20.4088986903117,455.353721301402,0,0,0,0,0,0,475.762619991714
"143","20101100825",0,0,5.31411729149943,116.186419349846,0,0,0,0,0,0,121.500536641345
"144","20101100826",0,0,0,423.803754905838,0,0,0,0,0,0,423.803754905838
"145","20101100827",0,0,0,139.557606149487,0,0,0,0,0,0,139.557606149487
"146","20101100828",0,0,0,240.001222615156,0,0,0,0,0,0,240.001222615156
"147","20101100829",0,0,0,244.404199566643,0,0,0,0,0,0,244.404199566643
"148","20101100830",0,0,0,185.921017021208,0,0,0,0,0,0,185.921017021208
"149","20101100831",0,0,0,70.491933430913,0,0,0,0,0,0,70.491933430913
"150","20101100832",0,0,0,391.359248730019,0,0,0,0,0,0,391.359248730019
"151","20101100833",0,0,0,265.613391581554,0,0,0,0,0,0,265.613391581554
"152","20101100834",0,0,0,290.810880246257,0,0,0,0,0,0,290.810880246257
"153","20101100835",0,0,0,46.0620817759636,0,0,0,0,0,0,46.0620817759636
"154","20101100836",0,0,0,49.9871102332203,0,0,0,0,0,0,49.9871102332203
"155","20101100837",0,0,0,11.0888241587604,0,0,0,0,0,0,11.0888241587604
"156","20101100838",0,0,0,1.16294779098514,0,0,0,0,0,0,1.16294779098514
"157","20101100839",0,0,0,0,0,0,0,0,0,0,0
"158","20101100840",0,0,0,6.89491437473604,0,0,0,0,0,0,6.89491437473604
"159","20101100841",0,0,0,25.8343243950181,0,0,0,0,0,0,25.8343243950181
